entity_id,preferred_english_title,suggested_urdu_title,canonical_key,language_group,occurrence_count,variant_count,relationship_edge_count,parent_names,child_names,main_path_order,source_ids,source_pages,source_refs_sample,known_or_suggested_wikidata_qid,notability_score_0_100,deletion_risk_score_0_100,page_class,simplewiki_recommendation,urduwiki_recommendation,wikidata_recommendation,duplicate_risk_flag,suspect_entity_reason,privacy_review_required,suggested_categories_en,suggested_categories_ur,draft_context_summary,all_variants_pipe
ENT_8BDD795E3E,امام حسین علیہ السلام نے کربلا میں قیام کے دوران متعدد مواقع پر دشمن کے,امام حسین علیہ السلام نے کربلا میں قیام کے دوران متعدد مواقع پر دشمن کے,امام حسین علیہ السلام نے کربلا میں قیام کے دوران متعدد مواقع پر دشمن کے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 543,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: حجتِ تمام کرنے کا عمل: امام حسین علیہ السلام نے کربلا میں قیام کے دوران متعدد مواقع پر دشمن کے لشکر کو خطبات، مکالمات اور نصیحتوں کے ذریعے حق کی دعوت دی۔,امام حسین علیہ السلام نے کربلا میں قیام کے دوران متعدد مواقع پر دشمن کے
ENT_4D92347B26,امام حسین علیہ السلام والدہ: حضرت شہر بانو سلام اللہ علیہا، جو ساسانی شہنشاہ یزدگرد,امام حسین علیہ السلام والدہ: حضرت شہر بانو سلام اللہ علیہا، جو ساسانی شہنشاہ یزدگرد,امام حسین علیہ السلام والدہ حضرت شہر بانو سلام اللہ علیہا، جو ساسانی شہنشاہ یزدگرد,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 549,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: والد: امام حسین علیہ السلام والدہ: حضرت شہر بانو سلام اللہ علیہا، جو ساسانی شہنشاہ یزدگرد سوم کی دختر تھیں۔,امام حسین علیہ السلام والدہ: حضرت شہر بانو سلام اللہ علیہا، جو ساسانی شہنشاہ یزدگرد
ENT_174B795B90,امام حسین علیہ السلام پیدائش و ابتدائی زندگی آپ کی ولادت بخارا (موجودہ ازبکستان) میں,امام حسین علیہ السلام پیدائش و ابتدائی زندگی آپ کی ولادت بخارا (موجودہ ازبکستان) میں,امام حسین علیہ السلام پیدايش و ابتدايی زندگی اپ کی ولادت بخارا موجودہ ازبکستان میں,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1347,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: ● والد گرامی: حضرت سید جلال الدین سرخ پوش بخاری رحمۃ اللہ علیہ (قطب الاقطاب، بانی سلسلہ جلالیہ) ● والدہ ماجدہ: سیدہ حبیبہ سعیدہ بنت بدرالدین بھاکری نسبی سلسلہ سید احمد کبیر بن سید جلال الدین سرخ پوش بن سید علی الموید بن سید جلال الدین قتال بن سید شاہاب الدین بن علی اصغر بن امام ج...,امام حسین علیہ السلام پیدائش و ابتدائی زندگی آپ کی ولادت بخارا (موجودہ ازبکستان) میں
ENT_0636923619,امام حسین علیہ السلام کو ایک چادر (کساء) میں جمع فرمایا اور اللہ کی بارگاہ,امام حسین علیہ السلام کو ایک چادر (کساء) میں جمع فرمایا اور اللہ کی بارگاہ,امام حسین علیہ السلام کو ایک چادر کساء میں جمع فرمایا اور اللہ کی بارگاہ,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 393,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: روایت کے مطابق رسولِ اکرم ﷺ نے حضرت علی علیہ السلام، حضرت فاطمہ الزہرا سلامُ اللہ علیہا، امام حسن علیہ السلام اور امام حسین علیہ السلام کو ایک چادر (کساء) میں جمع فرمایا اور اللہ کی بارگاہ میں دعا کی: اے اللہ!,امام حسین علیہ السلام کو ایک چادر (کساء) میں جمع فرمایا اور اللہ کی بارگاہ
ENT_9A4A6E9013,امام حسین علیہ السلام کی اولاد میں سے تھے بلکہ فکری، روحانی اور عملی طور,امام حسین علیہ السلام کی اولاد میں سے تھے بلکہ فکری، روحانی اور عملی طور,امام حسین علیہ السلام کی اولاد میں سے تھے بلکہ فکری، روحانی اور عملی طور,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1190,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: نسبی سلسلہ سید جلال الدین سرخ پوش بخاری بن سید علی المعید بن سید جعفر محمد حسین بن سید محمد بن سید محمود بن سید احمد بن سید عبداللہ بن سید علی اصغر بن سید جعفر بن امام علی نقی بن امام محمد تقی بن امام علی رضا بن امام موسیٰ کاظم بن امام جعفر صادق بن امام محمد باقر بن امام زین العا...,امام حسین علیہ السلام کی اولاد میں سے تھے بلکہ فکری، روحانی اور عملی طور
ENT_A45923DFCA,امام حسین علیہ السلام کی شہادت نے اسلامی تاریخ کا رخ بدل دیا۔,امام حسین علیہ السلام کی شہادت نے اسلامی تاریخ کا رخ بدل دیا۔,امام حسین علیہ السلام کی شہادت نے اسلامی تاریخ کا رخ بدل دیا۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 545,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: شہادت و مدفن: تاریخِ شہادت: 10 محرم 61 ہجری (عاشورہ) عمر مبارک: تقریباً 57 سال مقامِ شہادت: میدانِ کربلا، عراق مدفن: کربلا مقدسہ میں روضۂ مبارک (جو آج بھی مرکزِ زیارت ہے) شہادت کے بعد اثرات: امام حسین علیہ السلام کی شہادت نے اسلامی تاریخ کا رخ بدل دیا۔,امام حسین علیہ السلام کی شہادت نے اسلامی تاریخ کا رخ بدل دیا۔
ENT_DB036EA947,امام حسین علیہ السلام کے تناظر میں واضح کرتے ہوئے عدلِ علوی اور معیارِ حق,امام حسین علیہ السلام کے تناظر میں واضح کرتے ہوئے عدلِ علوی اور معیارِ حق,امام حسین علیہ السلام کے تناظر میں واضح کرتے ہويے عدل علوی اور معیار حق,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1224,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: آپ نے ظلم، قتلِ عام اور بے گناہوں کے خون ریزی کو واقعۂ کربلا اور شہادتِ امام حسین علیہ السلام کے تناظر میں واضح کرتے ہوئے عدلِ علوی اور معیارِ حق و باطل کو اہلِ بیتِ اطہارؑ کی تعلیمات کی روشنی میں بیان فرمایا۔,امام حسین علیہ السلام کے تناظر میں واضح کرتے ہوئے عدلِ علوی اور معیارِ حق
ENT_B8EFB76176,امام حسین علیہ السلام۔,امام حسین علیہ السلام۔,امام حسین علیہ السلام۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1373,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: تا امام حسین علیہ السلام۔,امام حسین علیہ السلام۔
ENT_3EA78262BE,امام حسین نے آخری لمحے تک دلیل، نصیحت اور حق کی دعوت کو ترک نہ,امام حسین نے آخری لمحے تک دلیل، نصیحت اور حق کی دعوت کو ترک نہ,امام حسین نے اخری لمحے تک دلیل، نصیحت اور حق کی دعوت کو ترک نہ,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 512,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: کربلا میں پہنچ کر بھی امام حسینؑ نے آخری لمحے تک دلیل، نصیحت اور حق کی دعوت کو ترک نہ کیا، تاکہ دنیا پر یہ واضح ہو جائے کہ ان کی قربانی اقتدار کے لیے نہیں بلکہ دین کی بقا اور امت کے ضمیر کو زندہ رکھنے کے لیے تھی۔,امام حسین نے آخری لمحے تک دلیل، نصیحت اور حق کی دعوت کو ترک نہ
ENT_EEA2C2228D,امام حسین نے اس عرصے میں خاموش انقلابی حکمتِ عملی اختیار کی، دینی اقدار کی,امام حسین نے اس عرصے میں خاموش انقلابی حکمتِ عملی اختیار کی، دینی اقدار کی,امام حسین نے اس عرصے میں خاموش انقلابی حکمت عملی اختیار کی، دینی اقدار کی,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 536,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: امام حسینؑ نے اس عرصے میں خاموش انقلابی حکمتِ عملی اختیار کی، دینی اقدار کی حفاظت کی، اور یزید کے اقتدار تک صبر و انتظار سے کام لیا، یہاں تک کہ دین کو کھلے خطرے کا سامنا ہوا۔,امام حسین نے اس عرصے میں خاموش انقلابی حکمتِ عملی اختیار کی، دینی اقدار کی
ENT_59CD896E0D,امام حسین نے اپنے اصحاب کو اکٹھا کر کے ان کے لیے دعا کی اور,امام حسین نے اپنے اصحاب کو اکٹھا کر کے ان کے لیے دعا کی اور,امام حسین نے اپنے اصحاب کو اکٹھا کر کے ان کے لیے دعا کی اور,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1787,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: یہ رسم عزاداری کے ایک منفرد انداز میں کربلا کی صعوبتوں، قربانیوں، اور امام حسینؑ اور ان کے جانثاروں کی آخری رات کو یاد کرنے کے لیے ادا کی جاتی ہے تاریخی طور پر، اس روایت کو امام حسینؑ اور ان کے اصحاب کی 9 محرم کی رات کی حالت سے جوڑا جاتا ہے، جیسا کہ ابو مخنف کی مقتل الحسین اور شی...,امام حسین نے اپنے اصحاب کو اکٹھا کر کے ان کے لیے دعا کی اور
